ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,ENTREZID,description
ENSMUSG00000026483,6293.491954118681,-2.3267271554435363,0.09711961252825167,-23.95733564903486,7.748818767981865e-127,1.178337040651109e-123,Niban1,63913,niban apoptosis regulator 1 [Source:MGI Symbol;Acc:MGI:2137237]
ENSMUSG00000030208,990.3029091951687,3.1496689037822225,0.13177567636446227,23.90174720159233,2.9372575506112246e-126,4.1230058295041246e-123,Emp1,13730,epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941]
ENSMUSG00000031297,1953.4392207995227,-3.0344224701026397,0.128763925815487,-23.56578095056555,8.650099609323481e-123,1.1274786976495347e-119,Slc7a3,11989,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]"
ENSMUSG00000022468,943.1264540448722,6.099779152474953,0.26713953257762396,22.83368205977718,2.1230007206268463e-115,2.582701143333246e-112,Endou,19011,"endonuclease, polyU-specific [Source:MGI Symbol;Acc:MGI:97746]"
ENSMUSG00000038179,1387.1583541658954,4.317249668821726,0.1945404329718038,22.19204307747921,4.099404408551212e-109,4.675370727952657e-106,Slamf7,75345,SLAM family member 7 [Source:MGI Symbol;Acc:MGI:1922595]
ENSMUSG00000098112,9810.342706063686,-2.261920546452676,0.10223241887602094,-22.12527661304529,1.8052750092798832e-108,1.937803433490548e-105,Bin2,668218,bridging integrator 2 [Source:MGI Symbol;Acc:MGI:3611448]
ENSMUSG00000037071,2668.1173685067265,4.344788599690974,0.19701088884210938,22.053545492975374,8.832563338380128e-108,8.954256433264477e-105,Scd1,20249,stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239]
ENSMUSG00000093930,3775.98267878098,2.6583464120137066,0.12274335261348022,21.657762766060824,5.13576942476096e-104,4.932501077002e-101,Hmgcs1,208715,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 [Source:MGI Symbol;Acc:MGI:107592]
ENSMUSG00000025432,4295.565534932394,-8.670381973394063,0.4071804194183201,-21.293710502533955,1.2983046469783129e-100,1.1845731599030127e-97,Avil,11567,advillin [Source:MGI Symbol;Acc:MGI:1333798]
ENSMUSG00000040703,382.8310893014837,4.988850524105436,0.23784621406273224,20.97511008852813,1.1071004261334756e-97,9.620175512420791e-95,Cyp2s1,74134,"cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1921384]"
ENSMUSG00000017390,2265.722729721744,3.168138256388993,0.15164971855340245,20.891158167717627,6.443768719333786e-97,5.344813254109225e-94,Aldoc,11676,"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]"
ENSMUSG00000024892,1736.075517858994,2.3376958167582496,0.11329546194150791,20.633622712665694,1.369926608111703e-94,1.0868878584705372e-91,Pcx,18563,pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]
ENSMUSG00000058454,1188.2855105043375,2.4173565458310415,0.11834439074576969,20.426456468258525,9.73129437581513e-93,7.399027490411438e-90,Dhcr7,13360,7-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1298378]
ENSMUSG00000017314,654.1129514893593,2.9833319575161594,0.14850623541343203,20.08893397109388,9.222084590230935e-90,6.731383984101364e-87,Mpp2,50997,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2) [Source:MGI Symbol;Acc:MGI:1858257]"
ENSMUSG00000027737,420.5814079720738,-4.542107209393726,0.22713172160601605,-19.99767877986013,5.769597317904556e-89,4.049369686812398e-86,Slc7a11,26570,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]"
ENSMUSG00000020142,1528.4951361395497,-2.522078581216634,0.12618642003322603,-19.986925538838076,7.157205014034021e-89,4.837210262818252e-86,Slc1a4,55963,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]"
ENSMUSG00000030124,2448.7698238657003,3.7114444122050188,0.18770758237111088,19.772479967629845,5.138683513298564e-87,3.3489534553811498e-84,Lag3,16768,lymphocyte-activation gene 3 [Source:MGI Symbol;Acc:MGI:106588]
ENSMUSG00000028266,825.5745956439808,-2.4997452281792056,0.12716417791315052,-19.65762110998319,4.9751542526208604e-86,3.1305729242008782e-83,Lmo4,16911,LIM domain only 4 [Source:MGI Symbol;Acc:MGI:109360]
ENSMUSG00000023832,1112.0966156378845,2.675342986969102,0.136124032507356,19.65371534834989,5.373204244295804e-86,3.2683410349969943e-83,Acat2,110460,acetyl-Coenzyme A acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:87871]
ENSMUSG00000036938,655.187149568678,-8.172384081968971,0.4165925136225969,-19.617213019273237,1.102333158013984e-85,6.488830795948122e-83,Try5,103964,trypsin 5 [Source:MGI Symbol;Acc:MGI:102756]
ENSMUSG00000039050,2068.8578364464065,-2.2499448748069333,0.11751168027493478,-19.146563724924,1.0338784384202534e-81,5.895691795091495e-79,Osbpl2,228983,oxysterol binding protein-like 2 [Source:MGI Symbol;Acc:MGI:2442832]
ENSMUSG00000015837,13927.591404846471,-2.2738301868815665,0.11903685743367763,-19.101900334931553,2.4346258110907562e-81,1.3462742969934583e-78,Sqstm1,18412,sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]
ENSMUSG00000021670,6298.310795058096,1.7790608302916342,0.09361593939975406,19.00382393958339,1.5856012095111406e-80,8.510014962105676e-78,Hmgcr,15357,3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]
ENSMUSG00000046079,1890.6382174172686,-1.9818640339158364,0.10514052386509332,-18.84966862499927,2.956887258302754e-79,1.5416365339859618e-76,Lrrc8d,231549,leucine rich repeat containing 8D [Source:MGI Symbol;Acc:MGI:1922368]
ENSMUSG00000033105,2510.2378009954277,2.1163446626116973,0.11347555737057657,18.650224873541365,1.2574729394810974e-77,6.373990611014185e-75,Lss,16987,lanosterol synthase [Source:MGI Symbol;Acc:MGI:1336155]
ENSMUSG00000074749,740.7696600943065,-2.816344255860883,0.1511315655504059,-18.63504983624064,1.6699875958872738e-77,8.236198283716479e-75,Kiz,228730,kizuna centrosomal protein [Source:MGI Symbol;Acc:MGI:2684960]
ENSMUSG00000033159,3339.630420754173,-1.9408006728821388,0.10577577378395002,-18.348253134467996,3.4089730135560335e-75,1.637024725036066e-72,Cnppd1,69171,cyclin Pas1/PHO80 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916421]
ENSMUSG00000001227,509.1467607032053,3.364431056583206,0.18342015488930843,18.342755509140172,3.7718503977030396e-75,1.7648391296739763e-72,Sema6b,20359,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]"
ENSMUSG00000035504,776.398166029112,-2.7637926339993295,0.15174185033516358,-18.213779704773167,4.012640568823966e-74,1.830566627497493e-71,Reep6,70335,receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585]
ENSMUSG00000001270,486.724811067978,2.717629162089913,0.1500761650511587,18.108332933237694,2.739185782563923e-73,1.2191381014689382e-70,Ckb,12709,"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]"
ENSMUSG00000044345,2266.247281735905,-2.1663477096931065,0.11998045094701064,-18.05583903539314,7.097520440118952e-73,3.0837036426497775e-70,Marveld1,277010,MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570]
ENSMUSG00000001467,3512.4755011614075,1.9054432432958022,0.10558474875784339,18.04657647730829,8.393485541173149e-73,3.561961026868084e-70,Cyp51,13121,"cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]"
ENSMUSG00000037944,2225.841480918187,2.5691688716114864,0.14367629343848723,17.881647766139206,1.6392004349333852e-71,6.798211258332821e-69,Ccr7,12775,chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]
ENSMUSG00000010095,9894.630041999531,-1.6270691129471955,0.09146604257889619,-17.78877785757188,8.634260352454952e-71,3.5012885091466215e-68,Slc3a2,17254,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]"
ENSMUSG00000039982,283.3434835583985,-4.817770126470412,0.2743050897548009,-17.563546235241127,4.685443187610851e-69,1.8586949410331045e-66,Dtx4,207521,"deltex 4, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2672905]"
ENSMUSG00000030738,22022.048128566126,-1.8254998904796351,0.10395365849822209,-17.560708462327533,4.925660568700732e-69,1.9124139161202332e-66,Eif3c,56347,"eukaryotic translation initiation factor 3, subunit C [Source:MGI Symbol;Acc:MGI:1926966]"
ENSMUSG00000036534,1042.9675958212774,-2.2145399350947126,0.12670451581653105,-17.47798743259775,2.1080919026381408e-68,8.014262716529332e-66,Slc38a7,234595,"solute carrier family 38, member 7 [Source:MGI Symbol;Acc:MGI:2679005]"
ENSMUSG00000021000,7762.710920806651,-2.152180159689183,0.123656498933282,-17.404505046276437,7.626229153092004e-68,2.840069991543324e-65,Mia2,338320,MIA SH3 domain ER export factor 2 [Source:MGI Symbol;Acc:MGI:2159614]
ENSMUSG00000006517,1419.3963556792798,2.2543163256213186,0.12993448619140194,17.349638203829613,1.984903549417552e-67,7.244103993954298e-65,Mvd,192156,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]
ENSMUSG00000056919,1194.5402761108103,-2.0834286681605954,0.12018072764788587,-17.335796753242953,2.5254305989419236e-67,9.036089719508278e-65,Cep162,382090,centrosomal protein 162 [Source:MGI Symbol;Acc:MGI:1925343]
ENSMUSG00000025348,383.4869467981602,7.228411205374444,0.4199594033151281,17.212166576849825,2.1522670953005136e-66,7.552801914431495e-64,Itga7,16404,integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]
ENSMUSG00000032688,5299.591502550323,2.3934624446254196,0.13947448900253795,17.160575111208093,5.239225618272369e-66,1.8038752657025319e-63,Malt1,240354,MALT1 paracaspase [Source:MGI Symbol;Acc:MGI:2445027]
ENSMUSG00000024359,26699.92431208675,-1.766210144858509,0.10368635523847046,-17.034161735132503,4.582609972460808e-65,1.5485827181012005e-62,Hspa9,15526,heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]
ENSMUSG00000022218,291.39403493891984,3.187755943026784,0.18850186387124343,16.911004897034793,3.7328799059660665e-64,1.2385016822557962e-61,Tgm1,21816,"transglutaminase 1, K polypeptide [Source:MGI Symbol;Acc:MGI:98730]"
ENSMUSG00000021226,518.7321427161087,-2.936703180584522,0.17396988908972155,-16.880525681487185,6.258504345635879e-64,2.03937834462792e-61,Acot2,171210,acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]
ENSMUSG00000030785,238.9572554535214,-5.325733974246867,0.31827945641286093,-16.73288635801398,7.548963917303573e-63,2.416727957244835e-60,Cox6a2,12862,cytochrome c oxidase subunit 6A2 [Source:MGI Symbol;Acc:MGI:104649]
ENSMUSG00000063659,1110.890765011836,-2.1299057169236217,0.12806146199484997,-16.631902242450398,4.09387795958e-62,1.2880187070071697e-59,Zbtb18,30928,zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609]
ENSMUSG00000071359,1211.601696451723,-1.8714859087350617,0.11267733804981014,-16.609248506631854,5.97368566066432e-62,1.847590100606822e-59,Tbpl1,237336,TATA box binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1339946]
ENSMUSG00000022475,7538.865563734683,2.4748982726008713,0.1498357065166298,16.517413172982167,2.749400338832327e-61,8.361842897168716e-59,Hdac7,56233,histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835]
ENSMUSG00000016756,722.209591672015,3.1074831853289964,0.18831929871084852,16.501140385512617,3.6002862400431505e-61,1.0770167755460231e-58,Cmah,12763,cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:MGI Symbol;Acc:MGI:103227]
ENSMUSG00000017167,271.4274831745206,4.685058510373446,0.28530205235591544,16.42139785426015,1.3443366257884142e-60,3.956686249578546e-58,Cntnap1,53321,contactin associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1858201]
ENSMUSG00000017009,591.6498528767465,2.6766694102171966,0.1631101732932693,16.410192915463284,1.6169089243595994e-60,4.683389532018091e-58,Sdc4,20971,syndecan 4 [Source:MGI Symbol;Acc:MGI:1349164]
ENSMUSG00000021266,5470.635346626024,-2.51679309904419,0.1538807988620029,-16.355472012471147,3.976155281933419e-60,1.1337012747612662e-57,Wars,22375,tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630]
ENSMUSG00000026439,2815.20000598488,-1.7663143009598261,0.10805757570456781,-16.34604783091724,4.641232775526652e-60,1.302972549043236e-57,Rbbp5,213464,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit [Source:MGI Symbol;Acc:MGI:1918367]"
ENSMUSG00000029993,1895.1540619786563,-1.8937044705100086,0.11586934596850054,-16.34344661809706,4.843580201514211e-60,1.3391765381398687e-57,Nfu1,56748,NFU1 iron-sulfur cluster scaffold [Source:MGI Symbol;Acc:MGI:1913290]
ENSMUSG00000022043,4871.23744290839,-1.5620629408722384,0.09596479802360769,-16.277457703688025,1.4267427484032415e-59,3.8858509959496044e-57,Trim35,66854,tripartite motif-containing 35 [Source:MGI Symbol;Acc:MGI:1914104]
ENSMUSG00000024378,3812.6203806381086,1.89096046985921,0.1163175718429273,16.256877098610016,1.9965845024323774e-59,5.357893235350886e-57,Stard4,170459,StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]
ENSMUSG00000025151,284.49780568530156,5.213480245034646,0.3223900834737062,16.171341837999964,8.032951602739312e-59,2.1244246499534343e-56,Maged1,94275,MAGE family member D1 [Source:MGI Symbol;Acc:MGI:1930187]
ENSMUSG00000064247,360.1409931277301,2.7874440337527533,0.1724125529909363,16.167291681478023,8.578755871727562e-59,2.236359102104065e-56,Plcxd1,403178,"phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:MGI Symbol;Acc:MGI:2685422]"
ENSMUSG00000048612,221.2387772895925,6.1615421918284,0.38243254081411177,16.11144851510774,2.1199899057405266e-58,5.448672647880722e-56,Myof,226101,myoferlin [Source:MGI Symbol;Acc:MGI:1919192]
ENSMUSG00000032252,737.45976314254,-2.1202495271480206,0.1316346119790266,-16.107082288401784,2.275084104083059e-58,5.766074268237176e-56,Glce,93683,glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]
ENSMUSG00000006567,195.80553196100232,4.767599679140617,0.2968701506659903,16.05954545596826,4.901297949599153e-58,1.2251902052641829e-55,Atp7b,11979,"ATPase, Cu++ transporting, beta polypeptide [Source:MGI Symbol;Acc:MGI:103297]"
ENSMUSG00000004558,2100.021056513999,2.1581607540060803,0.13471707857365095,16.019949191714367,9.272601144304132e-58,2.286573320017051e-55,Ndrg2,29811,N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]
ENSMUSG00000025137,1596.703987171572,1.744155589451307,0.10930323133863538,15.957035927398065,2.5453592959939504e-57,6.1930288577730144e-55,Pcyt2,68671,"phosphate cytidylyltransferase 2, ethanolamine [Source:MGI Symbol;Acc:MGI:1915921]"
ENSMUSG00000073421,713.6016409823459,2.8033448682662896,0.17681719345973093,15.854481192773456,1.3090415783644718e-56,3.143077726578274e-54,H2-Ab1,14961,"histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]"
ENSMUSG00000038615,8959.63166077725,-1.8293105707339894,0.11590024152672448,-15.783492308876541,4.041920198173287e-56,9.578825944969628e-54,Nfe2l1,18023,"nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]"
ENSMUSG00000055013,238.27395999121256,-5.542210661202971,0.35136268096835843,-15.773475560718609,4.73697530658906e-56,1.1082092999312457e-53,Agap1,347722,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:2653690]"
ENSMUSG00000032228,2489.0100216987043,-1.8189104173372483,0.11636899558842606,-15.63054152130325,4.509542976801552e-55,1.0416473448186674e-52,Tcf12,21406,transcription factor 12 [Source:MGI Symbol;Acc:MGI:101877]
ENSMUSG00000020107,1404.0848123237945,-1.7972967792092527,0.11547583800576473,-15.564267038439061,1.2732026084672536e-54,2.9041751499138055e-52,Anapc16,52717,anaphase promoting complex subunit 16 [Source:MGI Symbol;Acc:MGI:1289325]
ENSMUSG00000026879,2271.344876390671,1.9375703557562556,0.12476292583841292,15.530016972074746,2.1732228083143725e-54,4.895922198286502e-52,Gsn,227753,gelsolin [Source:MGI Symbol;Acc:MGI:95851]
ENSMUSG00000074802,464.88429981925003,2.679755872987748,0.1733423768749635,15.459323457418192,6.52805560965094e-54,1.4527312044501264e-51,Gas2l3,237436,growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]
ENSMUSG00000035311,2668.1936610203625,1.5510914796443127,0.10049210709384514,15.43495827185529,9.52620064230429e-54,2.0943868592863696e-51,Gnptab,432486,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:MGI Symbol;Acc:MGI:3643902]"
ENSMUSG00000004952,593.2610742010565,2.408305790140715,0.15691385830447074,15.34794833396878,3.655660052560395e-53,7.941486266562153e-51,Rasa4,54153,RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600]
ENSMUSG00000026797,466.95000595486755,2.6897455123659997,0.17538238973439096,15.336462893677654,4.363310419804427e-53,9.367257475363669e-51,Stxbp1,20910,syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]
ENSMUSG00000031202,408.47478193118667,-2.6885495758601787,0.17582141738511367,-15.291365613162274,8.730015891388186e-53,1.8523875579773444e-50,Rab39b,67790,"RAB39B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915040]"
ENSMUSG00000018906,1386.1522954371485,2.4494170607115486,0.16027197636035267,15.282877994867441,9.944990981688213e-53,2.0859332808488103e-50,P4ha2,18452,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide [Source:MGI Symbol;Acc:MGI:894286]"
ENSMUSG00000053338,405.5925339454966,-3.8558264703998772,0.2523795336847141,-15.27788887674537,1.0736277306702639e-52,2.226313503326247e-50,Tarm1,245126,"T cell-interacting, activating receptor on myeloid cells 1 [Source:MGI Symbol;Acc:MGI:2442280]"
ENSMUSG00000025986,583.4764560949532,2.349369926421606,0.153965496871131,15.259067610375242,1.432810278050189e-52,2.9377440397595335e-50,Slc39a10,227059,"solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]"
ENSMUSG00000016481,1585.7930501069625,-1.8023914510634538,0.11824224994117452,-15.243210036684374,1.8267068534177748e-52,3.7037496290186173e-50,Cr1l,12946,complement component (3b/4b) receptor 1-like [Source:MGI Symbol;Acc:MGI:88513]
ENSMUSG00000027858,293.6366358225663,3.1816960640473586,0.20968467587554576,15.173717634643898,5.2799580078050986e-52,1.0587766343563455e-49,Tspan2,70747,tetraspanin 2 [Source:MGI Symbol;Acc:MGI:1917997]
ENSMUSG00000003528,1366.7826146515322,1.7655180009619815,0.11669492912592434,15.129346357945241,1.037204796003754e-51,2.0572731649430982e-49,Slc25a1,13358,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]"
ENSMUSG00000025068,3709.1649398402733,-2.478592989278823,0.16393264547677475,-15.11958147244064,1.2030477960574163e-51,2.3605608798339497e-49,Gsto1,14873,glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]
ENSMUSG00000027952,745.1265973970135,1.9891852796592446,0.13158989648326475,15.116550227792176,1.2597124877172298e-51,2.445450369772767e-49,Pmvk,68603,phosphomevalonate kinase [Source:MGI Symbol;Acc:MGI:1915853]
ENSMUSG00000041313,6838.157041289616,-1.5639236280882098,0.10361381173655661,-15.093775645128908,1.7796061793045437e-51,3.4183424799946643e-49,Slc7a1,11987,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]"
ENSMUSG00000020412,4278.974245195262,-2.2171442931837917,0.14700608622505246,-15.081989801357972,2.1275901417204775e-51,4.0441942610536746e-49,Ascc2,75452,activating signal cointegrator 1 complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922702]
ENSMUSG00000028893,5844.746864873469,-2.0350338548861324,0.1350028457453715,-15.074007097038564,2.400982486132509e-51,4.514378544545305e-49,Sesn2,230784,sestrin 2 [Source:MGI Symbol;Acc:MGI:2651874]
ENSMUSG00000028671,933.3276561112635,1.9234366275489367,0.12760498992028224,15.073365302959951,2.4244251280438396e-51,4.514378544545305e-49,Gale,74246,"galactose-4-epimerase, UDP [Source:MGI Symbol;Acc:MGI:1921496]"
ENSMUSG00000031604,1775.17889285455,1.6678605610360067,0.11079412063619172,15.053691941945768,3.2649336240199836e-51,6.018031189001683e-49,Msmo1,66234,methylsterol monoxygenase 1 [Source:MGI Symbol;Acc:MGI:1913484]
ENSMUSG00000063952,621.0702153991259,-2.329589218745733,0.15476973014216666,-15.05196924880495,3.3510854074118206e-51,6.11506065144509e-49,Brpf3,268936,"bromodomain and PHD finger containing, 3 [Source:MGI Symbol;Acc:MGI:2146836]"
ENSMUSG00000074578,4988.26504073389,-1.8930242042438714,0.12590166209269255,-15.035736405530299,4.2825923020854056e-51,7.73749943846084e-49,Zfas1,68949,"zinc finger, NFX1-type containing 1, antisense RNA 1 [Source:MGI Symbol;Acc:MGI:1916199]"
ENSMUSG00000038742,748.2683707228598,-2.6421948741841756,0.17651925340168642,-14.968309820411537,1.1828940556802242e-50,2.116220659613013e-48,Angptl6,70726,angiopoietin-like 6 [Source:MGI Symbol;Acc:MGI:1917976]
ENSMUSG00000063882,1181.2936780991222,1.9810041163227192,0.13272030649544023,14.926156883089922,2.227387192771419e-50,3.946151601329404e-48,Uqcrh,66576,ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol;Acc:MGI:1913826]
ENSMUSG00000055322,402.110723713091,2.5912294962655458,0.1740780503507558,14.88544644798347,4.097422183578145e-50,7.189400000570576e-48,Tns1,21961,tensin 1 [Source:MGI Symbol;Acc:MGI:104552]
ENSMUSG00000022707,1157.8589124617797,2.317159488946157,0.15609957239128175,14.844111700305797,7.595424553386488e-50,1.3200124500018726e-47,Gbe1,74185,"glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]"
ENSMUSG00000049422,490.49151335191743,-2.1496035120921033,0.14502803974205852,-14.82198556855149,1.0561575253289198e-49,1.8181851436039743e-47,Chchd10,103172,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:MGI Symbol;Acc:MGI:2143558]
ENSMUSG00000024231,2485.0570880336586,-1.6739213881629909,0.11349934329856272,-14.748291395481477,3.155527439507755e-49,5.381501375339954e-47,Cul2,71745,cullin 2 [Source:MGI Symbol;Acc:MGI:1918995]
ENSMUSG00000031960,9164.975804810907,-1.4272232039718271,0.09699048079629358,-14.715085359452795,5.158110752057298e-49,8.715296759587183e-47,Aars,234734,alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560]
ENSMUSG00000031700,1868.017914260247,-1.6624461575281353,0.11299185936107406,-14.712972836526767,5.321719036376347e-49,8.90924119043996e-47,Gpt2,108682,glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]
ENSMUSG00000027122,3027.2362525349113,-1.5527819898018551,0.10569713443938149,-14.690861753611621,7.376963066155609e-49,1.2237711093746142e-46,Arl14ep,212772,ADP-ribosylation factor-like 14 effector protein [Source:MGI Symbol;Acc:MGI:1926020]
ENSMUSG00000045667,215.50707288272122,4.2903151503766095,0.29277065856053996,14.654184170882157,1.2666893339872486e-48,2.0823916186125505e-46,Smtnl2,276829,smoothelin-like 2 [Source:MGI Symbol;Acc:MGI:2442764]
ENSMUSG00000017830,453.6023173290233,2.9892537762960187,0.20416315931063614,14.641494510514708,1.5267498614985757e-48,2.487511738627322e-46,Dhx58,80861,DEXH (Asp-Glu-X-His) box polypeptide 58 [Source:MGI Symbol;Acc:MGI:1931560]
ENSMUSG00000037936,1210.133743012203,2.0197199814308644,0.13810209405392898,14.624832413056403,1.9505056688403284e-48,3.1498077384954257e-46,Scarb1,20778,"scavenger receptor class B, member 1 [Source:MGI Symbol;Acc:MGI:893578]"
ENSMUSG00000054509,2978.0072840702946,-1.4679237751796463,0.10038982861758626,-14.622236090982787,2.0263415646042613e-48,3.2435684974472422e-46,Parp4,328417,"poly (ADP-ribose) polymerase family, member 4 [Source:MGI Symbol;Acc:MGI:2685589]"
ENSMUSG00000025198,1945.5550388632123,-1.490673071494237,0.1020007836316602,-14.61432960042029,2.2758354442894207e-48,3.6112561032515956e-46,Erlin1,226144,ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]
